OPEN,CLOSE,HIGH,LOW,VALUE,VOLUME,BEGIN,END,SECID
589.1,604.0,606.2,580.5,812572428.0,1365010,2015-12-17 00:00:00,2015-12-17 23:59:59,NVTK
601.0,578.2,605.0,573.0,915306164.0,1570970,2015-12-18 00:00:00,2015-12-18 23:59:59,NVTK
578.5,575.8,593.5,572.3,487033306.0,833240,2015-12-21 00:00:00,2015-12-21 23:59:59,NVTK
579.0,570.6,583.1,570.5,357495781.0,622330,2015-12-22 00:00:00,2015-12-22 23:59:59,NVTK
573.0,591.0,591.0,573.0,479950448.0,823030,2015-12-23 00:00:00,2015-12-23 23:59:59,NVTK
594.0,587.7,605.0,584.4,492187023.0,833420,2015-12-24 00:00:00,2015-12-24 23:59:59,NVTK
590.0,581.8,593.4,580.0,105545905.0,180700,2015-12-25 00:00:00,2015-12-25 23:59:59,NVTK
584.0,579.2,586.2,575.0,208085472.0,360100,2015-12-28 00:00:00,2015-12-28 23:59:59,NVTK
582.0,599.5,599.5,578.0,431192734.0,729420,2015-12-29 00:00:00,2015-12-29 23:59:59,NVTK
600.2,591.0,603.8,590.0,446494375.0,749850,2015-12-30 00:00:00,2015-12-30 23:59:59,NVTK
